,Year,Resource,Country,Recycling Rate,Recycling Scenario,GeoPolRisk,HHI,Weighted Trade AVerage
2863,2008,Magnesium,United Kingdom,0,0,0.0,0.714,0
2864,2009,Magnesium,United Kingdom,0,0,0.3281882639913599,0.709,0.46288894780163603
2865,2010,Magnesium,United Kingdom,0,0,0.35099093590610253,0.738,0.47559747412751024
2866,2011,Magnesium,United Kingdom,0,0,0.39040696179181567,0.742,0.5261549350294011
2867,2012,Magnesium,United Kingdom,0,0,0.4374514570106849,0.766,0.5710854530165599
2868,2013,Magnesium,United Kingdom,0,0,0.4315648559804631,0.774,0.5575773333080919
2869,2014,Magnesium,United Kingdom,0,0,0.4326580367599464,0.79,0.5476684009619575
2870,2015,Magnesium,United Kingdom,0,0,0.477686179522873,0.789,0.6054324201810811
2871,2016,Magnesium,United Kingdom,0,0,0.5415848151628445,0.79,0.6855503989403094
2872,2017,Magnesium,United Kingdom,0,0,0.49519869415457163,0.848,0.5839607242388817
2873,2002,Mercury,United Kingdom,0,0,0.01887219764294399,0.064,0.29487808817099986
2874,2003,Mercury,United Kingdom,0,0,0.024570297420437825,0.066,0.3722772336429973
2875,2004,Mercury,United Kingdom,0,0,0.03423798072853272,0.102,0.335666477730713
2876,2005,Mercury,United Kingdom,0,0,0.0,0.1,0
2877,2006,Mercury,United Kingdom,0,0,0.008731548686737832,0.062,0.14083143043125534
2878,2007,Mercury,United Kingdom,0,0,0.0,0.067,0
2879,2008,Mercury,United Kingdom,0,0,0.01885651842013311,0.125,0.1508521473610649
2880,2009,Mercury,United Kingdom,0,0,0.018433962198063602,0.144,0.1280136263754417
2881,2010,Mercury,United Kingdom,0,0,0.0,0.153,0
2882,2011,Mercury,United Kingdom,0,0,0.02427615626147294,0.139,0.17464860619764705
2883,2012,Mercury,United Kingdom,0,0,0.0,0.122,0
2884,2013,Mercury,United Kingdom,0,0,0.037573732777930594,0.177,0.21228097614650054
2885,2014,Mercury,United Kingdom,0,0,0.0,0.223,0
2886,2015,Mercury,United Kingdom,0,0,0.0,0.276,0
2887,2016,Mercury,United Kingdom,0,0,0.08605457791471198,0.34,0.25310169974915286
2888,2017,Mercury,United Kingdom,0,0,0.0,0.354,0
2889,2002,Manganese,USA,0,0,0.040814925938738346,0.119,0.3429825709137676
2890,2003,Manganese,USA,0,0,0.0,0.113,0
2891,2004,Manganese,USA,0,0,0.0,0.116,0
2892,2002,Iron,USA,0,0,7.403282977982116e-06,0.129,5.7389790526993146e-05
2893,2003,Iron,USA,0,0,8.566728772071713e-06,0.131,6.539487612268482e-05
2894,2004,Iron,USA,0,0,7.979729695231955e-06,0.137,5.8246202154977766e-05
2895,2005,Iron,USA,0,0,9.962459933259556e-06,0.151,6.597655584940103e-05
2896,2006,Iron,USA,0,0,0.007465626320791483,0.172,0.04340480419064816
2897,2007,Iron,USA,0,0,0.0060308698386985675,0.186,0.032424031390852516
2898,2008,Iron,USA,0,0,0.005698962886956779,0.198,0.028782640843216054
2899,2009,Iron,USA,0,0,0.0035891470461072413,0.212,0.01692993889673227
2900,2010,Iron,USA,0,0,0.0,0.224,0.0
2901,2011,Iron,USA,0,0,0.0051449766517647115,0.249,0.020662556834396432
2902,2012,Iron,USA,0,0,0.004975356421669449,0.249,0.019981351091041964
2903,2013,Iron,USA,0,0,0.003962790150017132,0.26,0.015241500576988969
2904,2014,Iron,USA,0,0,0.0,0.263,0.0
2905,2015,Iron,USA,0,0,0.0,0.254,0.0
2906,2016,Iron,USA,0,0,0.0,0.24,0.0
2907,2017,Iron,USA,0,0,0.0,0.228,0.0
2908,2002,Copper,USA,0,0,0.004157444287346372,0.148,0.028090839779367383
2909,2003,Copper,USA,0,0,0.0014573729967897575,0.16,0.009108581229935984
2910,2004,Copper,USA,0,0,0.001225012545629209,0.168,0.007291741343031006
2911,2005,Copper,USA,0,0,1.4401363119625258e-05,0.156,9.231643025400807e-05
2912,2006,Copper,USA,0,0,2.7477201078157784e-06,0.156,1.761359043471653e-05
2913,2007,Copper,USA,0,0,0.00015887575852976713,0.157,0.0010119475065590263
2914,2008,Copper,USA,0,0,0.0006891884318037918,0.148,0.004656678593268864
2915,2009,Copper,USA,0,0,0.0004533624922748961,0.147,0.0030840985869040553
2916,2010,Copper,USA,0,0,0.0004206969577058193,0.143,0.0029419367671735617
2917,2011,Copper,USA,0,0,0.0010575295215866933,0.139,0.0076081260545805265
2918,2012,Copper,USA,0,0,0.0007504635774430477,0.137,0.005477836331701078
2919,2013,Copper,USA,0,0,0.0005173036678141411,0.132,0.00391896718041016
2920,2014,Copper,USA,0,0,0.00035303478414843977,0.13,0.002715652185757229
2921,2015,Copper,USA,0,0,0.00023495566838585414,0.123,0.0019102086860638549
2922,2016,Copper,USA,0,0,0.000419180876925649,0.111,0.003776404296627469
2923,2017,Copper,USA,0,0,0.0,0.113,0.0
2924,2002,Barytes,USA,0,0,0.0,0.242,0.0
2925,2003,Barytes,USA,0,0,0.0,0.283,0.0
2926,2004,Barytes,USA,0,0,0.0,0.266,0.0
2927,2005,Barytes,USA,0,0,0.0,0.298,0.0
2928,2006,Barytes,USA,0,0,0.0,0.302,0.0
2929,2007,Barytes,USA,0,0,0.0,0.326,0.0
2930,2008,Barytes,USA,0,0,0.0,0.311,0.0
2931,2009,Barytes,USA,0,0,0.07524041012019207,0.236,0.31881529711945794
2932,2010,Barytes,USA,0,0,0.08047430510502257,0.263,0.3059859509696676
2933,2011,Barytes,USA,0,0,0.08888862679654673,0.266,0.3341677699118298
2934,2012,Barytes,USA,0,0,0.0,0.247,0.0
2935,2013,Barytes,USA,0,0,0.0,0.2,0.0
2936,2014,Barytes,USA,0,0,0.0,0.24,0.0
2937,2015,Barytes,USA,0,0,0.08222906642562548,0.216,0.38069012234085875
2938,2016,Barytes,USA,0,0,0.08588469267081353,0.214,0.40133033958324077
2939,2002,Bismuth,USA,0,0,0.024177422446745745,0.087,0.27790140743385916
2940,2003,Bismuth,USA,0,0,0.030398275077247936,0.091,0.33404697887085644
2941,2004,Bismuth,USA,0,0,0.032339588696162457,0.12,0.2694965724680205
2942,2005,Bismuth,USA,0,0,0.04199847116469584,0.124,0.33869734810238583
2943,2006,Bismuth,USA,0,0,0.03162390337963639,0.109,0.2901275539416182
2944,2007,Bismuth,USA,0,0,0.026940805238888654,0.108,0.24945190036008014
2945,2008,Bismuth,USA,0,0,0.036604417081207714,0.115,0.3182992789670236
2946,2009,Bismuth,USA,0,0,0.03824350771489304,0.126,0.30351990249915106
2947,2010,Bismuth,USA,0,0,0.04597352287655515,0.134,0.3430859916160832
2948,2011,Bismuth,USA,0,0,0.0,0.132,0
2949,2012,Bismuth,USA,0,0,0.08258758608879,0.201,0.41088351287955216
2950,2013,Bismuth,USA,0,0,0.0,0.124,0
2951,2014,Bismuth,USA,0,0,0.05597983254207779,0.118,0.474405360526083
2952,2015,Bismuth,USA,0,0,0.0,0.127,0
2953,2016,Bismuth,USA,0,0,0.0,0.133,0
2954,2002,Gold,USA,0,0,0.0,0.076,0.0
2955,2003,Gold,USA,0,0,0.0,0.072,0.0
2956,2004,Gold,USA,0,0,0.0,0.07,0.0
2957,2005,Gold,USA,0,0,0.0,0.067,0.0
2958,2006,Gold,USA,0,0,2.7611812691046167e-05,0.067,0.00041211660732904726
2959,2007,Gold,USA,0,0,1.5935170988227516e-05,0.066,0.00024144198467011385
2960,2008,Gold,USA,0,0,2.0363593919980492e-05,0.064,0.00031818115499969516
2961,2009,Gold,USA,0,0,3.0035055979051208e-05,0.061,0.000492377966869692
2962,2010,Gold,USA,0,0,3.8490875756400564e-05,0.059,0.0006523877246847554
2963,2011,Gold,USA,0,0,3.850938496692362e-05,0.058,0.0006639549132228211
2964,2012,Gold,USA,0,0,4.0365797025479135e-05,0.059,0.0006841660512793073
2965,2013,Gold,USA,0,0,3.4967588986277196e-05,0.057,0.0006134664734434596
2966,2014,Gold,USA,0,0,0.0,0.057,0.0
2967,2015,Gold,USA,0,0,0.0,0.056,0.0
2968,2016,Gold,USA,0,0,0.0,0.056,0.0
2969,2002,Molybdenum,USA,0,0,0.006752698231724871,0.188,0.035918607615557825
2970,2003,Molybdenum,USA,0,0,0.0,0.19,0.0
2971,2004,Molybdenum,USA,0,0,0.008465633507580565,0.2,0.04232816753790282
2972,2005,Molybdenum,USA,0,0,0.010232019604185478,0.216,0.047370461130488324
2973,2006,Molybdenum,USA,0,0,0.017415568532140015,0.212,0.08214890817047177
2974,2007,Molybdenum,USA,0,0,0.012336882364544097,0.221,0.05582299712463392
2975,2008,Molybdenum,USA,0,0,0.0,0.231,0.0
2976,2009,Molybdenum,USA,0,0,0.01045280675071426,0.243,0.04301566564079942
2977,2010,Molybdenum,USA,0,0,0.027920576787614757,0.242,0.11537428424634198
2978,2011,Molybdenum,USA,0,0,0.0,0.242,0.0
2979,2012,Molybdenum,USA,0,0,0.028481218788074827,0.263,0.10829360755921986
2980,2013,Molybdenum,USA,0,0,0.028626881790406324,0.261,0.10968153942684415
2981,2014,Molybdenum,USA,0,0,0.0,0.26,0.0
2982,2015,Molybdenum,USA,0,0,0.0,0.283,0.0
2983,2016,Molybdenum,USA,0,0,0.04967263173676407,0.281,0.17677093144755895
2984,2002,Nickel,USA,0,0,0.09156993583437438,0.116,0.7893959985721929
2985,2003,Nickel,USA,0,0,0.009353550797490385,0.115,0.08133522432600335
2986,2004,Nickel,USA,0,0,0.0,0.117,0.0
2987,2005,Nickel,USA,0,0,0.0022967990401832243,0.105,0.021874276573173566
2988,2006,Nickel,USA,0,0,0.0,0.101,0
2989,2007,Nickel,USA,0,0,0.0,0.111,0
2990,2008,Nickel,USA,0,0,0.0,0.11,0
2991,2009,Nickel,USA,0,0,0.0,0.108,0
2992,2010,Nickel,USA,0,0,0.01989397592,0.112,0.177624785
2993,2011,Nickel,USA,0,0,0.03866312844,0.135,0.286393544
2994,2012,Nickel,USA,0,0,0.12587305282170932,0.188,0.6695375150090921
2995,2013,Nickel,USA,0,0,0.058287649400441184,0.226,0.25790995309929726
2996,2014,Nickel,USA,0,0,0.0006288674360355066,0.102,0.006165367019955947
2997,2015,Nickel,USA,0,0,2.857940255055577e-05,0.1,0.0002857940255055577
2998,2016,Nickel,USA,0,0,2.027191787859147e-05,0.087,0.00023301055032863758
2999,2017,Nickel,USA,0,0,0.00012180377285576934,0.093,0.0013097179876964446
3000,2002,Zinc,USA,0,0,0.005985782746325063,0.104,0.05755560333004869
3001,2003,Zinc,USA,0,0,0.0077358540497401,0.111,0.06969237882648739
3002,2004,Zinc,USA,0,0,0.012845592622883617,0.117,0.10979138993917621
3003,2005,Zinc,USA,0,0,0.010146542431418904,0.116,0.08747019337430088
3004,2006,Zinc,USA,0,0,0.021026960729324865,0.121,0.17377653495309806
3005,2007,Zinc,USA,0,0,0.010221097113375632,0.126,0.08111981836012407
3006,2008,Zinc,USA,0,0,0.004391574490292075,0.129,0.03404321310303934
3007,2009,Zinc,USA,0,0,0.005580568909849253,0.129,0.04326022410735855
3008,2010,Zinc,USA,0,0,0.0031696979554791172,0.139,0.022803582413518826
3009,2011,Zinc,USA,0,0,0.0023056851318272445,0.146,0.015792363916624964
3010,2012,Zinc,USA,0,0,0.00046137004406436355,0.168,0.002746250262287878
3011,2013,Zinc,USA,0,0,0.00010403679289177325,0.181,0.0005747889110042721
3012,2014,Zinc,USA,0,0,2.877521507295854e-07,0.176,1.6349554018726446e-06
3013,2015,Zinc,USA,0,0,6.762671132183265e-07,0.166,4.073898272399557e-06
3014,2016,Zinc,USA,0,0,4.116331662585732e-06,0.174,2.3657078520607656e-05
3015,2017,Zinc,USA,0,0,0.0006140041538274891,0.158,0.003886102239414488
3016,2002,Cadmium,USA,0,0,0.0,0.065,0.0
3017,2002,Rare earth,USA,0,0,0.0,0.855,0
3018,2002,Silver,USA,0,0,4.38506272362026e-08,0.092,4.766372525674196e-07
3019,2003,Silver,USA,0,0,2.807926878249816e-08,0.092,3.052094432880235e-07
3020,2004,Silver,USA,0,0,2.814498316864982e-08,0.093,3.0263422761989057e-07
3021,2005,Silver,USA,0,0,5.846644977807737e-09,0.093,6.286715029900793e-08
3022,2006,Silver,USA,0,0,0.0,0.097,0.0
3023,2007,Silver,USA,0,0,2.7611928071948834e-08,0.097,2.846590522881323e-07
3024,2008,Silver,USA,0,0,2.7054806225350074e-09,0.097,2.789155280963925e-08
3025,2009,Silver,USA,0,0,4.473088545254054e-09,0.098,4.564376066585769e-08
3026,2010,Silver,USA,0,0,4.773762552816213e-06,0.1,4.7737625528162126e-05
3027,2011,Silver,USA,0,0,7.798464990925079e-10,0.104,7.498524029735653e-09
3028,2012,Silver,USA,0,0,4.866989691091452e-07,0.107,4.548588496347151e-06
3029,2013,Silver,USA,0,0,6.396098777585041e-07,0.11,5.814635252350037e-06
3030,2014,Silver,USA,0,0,1.599124615909005e-06,0.102,1.5677692312833383e-05
3031,2015,Silver,USA,0,0,9.812185154782099e-08,0.103,9.526393354157378e-07
3032,2016,Silver,USA,0,0,1.4010012980833324e-07,0.101,1.387129998102309e-06
3033,2017,Silver,USA,0,0,3.5651371147122268e-09,0.109,3.270767995148832e-08
3034,2002,Magnesium,USA,0,0,7.828688953396696e-05,0.357,0.00021929100709794665
3035,2003,Magnesium,USA,0,0,0.0002864540591445634,0.529,0.0005415010569840517
3036,2004,Magnesium,USA,0,0,7.926295415971626e-05,0.559,0.0001417941934878645
3037,2005,Magnesium,USA,0,0,8.26509652536125e-05,0.573,0.00014424252225761345
3038,2006,Magnesium,USA,0,0,0.06757884239873926,0.599,0.11281943639188526
3039,2007,Magnesium,USA,0,0,0.050250696094076064,0.712,0.07057682035684841
3040,2008,Magnesium,USA,0,0,0.08445193911235437,0.714,0.11828002676800331
3041,2009,Magnesium,USA,0,0,0.04189678095539779,0.709,0.05909277990888264
3042,2010,Magnesium,USA,0,0,0.0906885126935552,0.738,0.1228841635414027
3043,2011,Magnesium,USA,0,0,0.044876184140098245,0.742,0.06048003253382513
3044,2012,Magnesium,USA,0,0,0.07418101413225942,0.766,0.09684205500294962
3045,2013,Magnesium,USA,0,0,0.0,0.774,0.0
3046,2014,Magnesium,USA,0,0,0.07222364865598531,0.79,0.09142234007086748
3047,2015,Magnesium,USA,0,0,0.2632082601222673,0.789,0.33359728786092174
3048,2016,Magnesium,USA,0,0,0.009307073076600602,0.79,0.011781105160253926
3049,2017,Magnesium,USA,0,0,0.07038492818213415,0.848,0.08300109455440348
3050,2002,Zirconium,USA,0,0,0.017660854633011806,0.31,0.056970498816167114
3051,2003,Zirconium,USA,0,0,0.0,0.294,0.0
3052,2004,Zirconium,USA,0,0,0.008387135771756588,0.269,0.031178943389429694
3053,2005,Zirconium,USA,0,0,0.015039793648973768,0.264,0.05696891533702184
3054,2006,Zirconium,USA,0,0,0.012213669834640147,0.275,0.04441334485323689
3055,2007,Zirconium,USA,0,0,0.00827028138362281,0.272,0.030405446263319154
3056,2008,Zirconium,USA,0,0,0.01427858774677961,0.27,0.05288365832140596
3057,2009,Zirconium,USA,0,0,0.007368646980258727,0.25,0.029474587921034908
3058,2010,Zirconium,USA,0,0,0.010276380639667973,0.271,0.03792022376261244
3059,2011,Zirconium,USA,0,0,0.01688417391574408,0.28,0.06030062112765742
3060,2012,Zirconium,USA,0,0,0.0,0.295,0.0
3061,2013,Zirconium,USA,0,0,0.016016792299070257,0.279,0.05740785770276077
3062,2014,Zirconium,USA,0,0,0.04298090403895431,0.288,0.14923925013525804
3063,2015,Zirconium,USA,0,0,0.0,0.303,0.0
3064,2016,Zirconium,USA,0,0,0.04953638771543262,0.286,0.173204152851163
3065,2002,Antimony,USA,0,0,0.23077679453708122,0.71,0.32503773878462144
3066,2003,Antimony,USA,0,0,0.3378035645100021,0.691,0.48886188785817963
3067,2004,Antimony,USA,0,0,0.321295759688333,0.725,0.4431665650873559
3068,2005,Antimony,USA,0,0,0.30506223593313947,0.742,0.41113508885867855
3069,2006,Antimony,USA,0,0,0.39716549420347397,0.768,0.5171425705774401
3070,2007,Antimony,USA,0,0,0.3427716762872962,0.787,0.43554215538411206
3071,2008,Antimony,USA,0,0,0.30327819146013535,0.698,0.43449597630391884
3072,2009,Antimony,USA,0,0,0.2741685744498689,0.732,0.3745472328550122
3073,2010,Antimony,USA,0,0,0.18886875977019782,0.623,0.30316012804205106
3074,2011,Antimony,USA,0,0,0.1938855139227468,0.602,0.3220689600045628
3075,2012,Antimony,USA,0,0,0.19949932720335736,0.586,0.34044253788968837
3076,2013,Antimony,USA,0,0,0.2618998090521141,0.613,0.4272427553868093
3077,2014,Antimony,USA,0,0,0.2570041071297847,0.595,0.43193967584837767
3078,2015,Antimony,USA,0,0,0.0,0.587,0
3079,2016,Antimony,USA,0,0,0.1898049047755272,0.557,0.340762845198433
3080,2002,Asbestos,USA,0,0,0.00010510415423245877,0.293,0.0003587172499401323
3081,2003,Asbestos,USA,0,0,0.0,0.294,0
3082,2004,Asbestos,USA,0,0,0.05420980567044909,0.297,0.18252459821700032
3083,2005,Asbestos,USA,0,0,0.07452611619699014,0.321,0.23216858628345835
3084,2006,Asbestos,USA,0,0,0.05090354226489866,0.337,0.1510490868394619
3085,2007,Asbestos,USA,0,0,0.04310646118914385,0.351,0.12281043073830157
3086,2008,Asbestos,USA,0,0,0.11265164357352786,0.354,0.3182249818461239
3087,2009,Asbestos,USA,0,0,0.0,0.346,0
3088,2010,Asbestos,USA,0,0,0.0,0.352,0
3089,2011,Asbestos,USA,0,0,0.08013052199434975,0.352,0.22764352839303909
3090,2012,Asbestos,USA,0,0,0.13508130649300001,0.343,0.393823051
3091,2013,Asbestos,USA,0,0,0.153174429536,0.328,0.466995212
3092,2014,Asbestos,USA,0,0,0.0,0.315,0
3093,2015,Asbestos,USA,0,0,0.13817216964328655,0.3,0.4605738988109552
3094,2016,Asbestos,USA,0,0,0.14669072201393069,0.304,0.48253526978266675
3095,2002,Chromium,USA,0,0,0.13257308629968487,0.272,0.48740105257237076
3096,2003,Chromium,USA,0,0,0.13273125914999997,0.283,0.46901505
3097,2004,Chromium,USA,0,0,0.07867049502987998,0.247,0.3185040284610526
3098,2005,Chromium,USA,0,0,0.09310886773524564,0.228,0.40837222690897207
3099,2006,Chromium,USA,0,0,0.07185052026815052,0.214,0.3357500947109837
3100,2007,Chromium,USA,0,0,0.061534138832102514,0.228,0.269886573825011
3101,2008,Chromium,USA,0,0,0.0,0.221,0
3102,2009,Chromium,USA,0,0,0.0,0.212,0
3103,2010,Chromium,USA,0,0,0.077487319897,0.221,0.350621357
3104,2011,Chromium,USA,0,0,0.0,0.231,0
3105,2012,Chromium,USA,0,0,0.0,0.24,0
3106,2013,Chromium,USA,0,0,0.10711669655451386,0.254,0.4217192777736766
3107,2002,Graphite,USA,0,0,0.0,0.672,0
3108,2003,Graphite,USA,0,0,0.0,0.719,0
3109,2004,Graphite,USA,0,0,0.20571891672028683,0.685,0.30031958645297346
3110,2005,Graphite,USA,0,0,0.26069523976553916,0.708,0.3682136154880497
3111,2006,Graphite,USA,0,0,0.2815206042634779,0.697,0.40390330597342605
3112,2007,Graphite,USA,0,0,0.19004882008938434,0.528,0.3599409471389855
3113,2008,Graphite,USA,0,0,0.0,0.588,0
3114,2009,Graphite,USA,0,0,0.23086591752343877,0.662,0.34874005668193164
3115,2010,Graphite,USA,0,0,0.3122932729522026,0.719,0.4343439123118256
3116,2011,Graphite,USA,0,0,0.26730499193295987,0.6,0.44550831988826645
3117,2012,Graphite,USA,0,0,0.21331449949022227,0.485,0.4398237102891181
3118,2013,Graphite,USA,0,0,0.22864242347710392,0.487,0.4694916293164352
3119,2014,Graphite,USA,0,0,0.22929315843235898,0.507,0.4522547503596824
3120,2015,Graphite,USA,0,0,0.2188386812589179,0.488,0.4484399206125367
3121,2016,Graphite,USA,0,0,0.17242141245121265,0.402,0.42890898619704637
3122,2017,Graphite,USA,0,0,0.17902003117319565,0.424,0.42221705465376336
3123,2002,Natural gas,USA,0,0,0.0,0.106,0.0
3124,2003,Natural gas,USA,0,0,0.05243699153960352,0.102,0.5140881523490541
3125,2004,Natural gas,USA,0,0,0.03901971059752453,0.1,0.39019710597524526
3126,2005,Natural gas,USA,0,0,0.042135474414333726,0.094,0.4482497278120609
3127,2006,Natural gas,USA,0,0,0.043079373180798956,0.091,0.473399705283505
3128,2007,Natural gas,USA,0,0,0.03841753981308263,0.09,0.42686155347869587
3129,2008,Natural gas,USA,0,0,0.0,0.09,0.0
3130,2009,Natural gas,USA,0,0,0.0,0.085,0.0
3131,2010,Natural gas,USA,0,0,0.03591504805877335,0.084,0.427560095937778
3132,2011,Natural gas,USA,0,0,0.0365002815109769,0.088,0.41477592626110116
3133,2012,Natural gas,USA,0,0,0.0350894568230843,0.087,0.40332708992050925
3134,2013,Natural gas,USA,0,0,0.03679297808953554,0.087,0.42290779413259244
3135,2014,Natural gas,USA,0,0,0.036303066817615366,0.087,0.41727663008753296
3136,2015,Natural gas,USA,0,0,0.03244658234396029,0.087,0.37294922234437117
3137,2016,Natural gas,USA,0,0,0.0,0.085,0.0
3138,2017,Natural gas,USA,0,0,0.0,0.086,0.0
3139,2002,Petroleum,USA,0,0,0.015492386012209692,0.055,0.28167974567653986
3140,2003,Petroleum,USA,0,0,0.0,0.058,0.0
3141,2004,Petroleum,USA,0,0,0.0,0.058,0.0
3142,2005,Petroleum,USA,0,0,0.01876400528548334,0.059,0.3180339878895481
3143,2006,Petroleum,USA,0,0,0.018094339994910225,0.058,0.31197137922259005
3144,2007,Petroleum,USA,0,0,0.01608267850369035,0.057,0.28215225445070785
3145,2008,Petroleum,USA,0,0,0.016213754647348755,0.06,0.27022924412247923
3146,2009,Petroleum,USA,0,0,0.0,0.057,0.0
3147,2010,Petroleum,USA,0,0,0.0,0.057,0.0
3148,2011,Petroleum,USA,0,0,0.015571717578519603,0.059,0.263927416585078
3149,2012,Petroleum,USA,0,0,0.010600605208404359,0.061,0.17378041325253046
3150,2013,Petroleum,USA,0,0,0.0128711952425059,0.063,0.20430468638898253
3151,2014,Petroleum,USA,0,0,0.010202316398662583,0.066,0.1545805514948876
3152,2015,Petroleum,USA,0,0,0.009839378517338569,0.067,0.14685639578117266
3153,2016,Petroleum,USA,0,0,0.012075987940915339,0.068,0.1775880579546373
3154,2017,Petroleum,USA,0,0,0.012477390085749126,0.069,0.18083174037317573
3155,2002,Coal,USA,0,0,0.0,0.149,0.0
3156,2003,Coal,USA,0,0,0.0,0.147,0.0
3157,2004,Coal,USA,0,0,2.482355835738998e-06,0.148,1.677267456580404e-05
3158,2005,Coal,USA,0,0,0.0,0.15,0.0
3159,2006,Coal,USA,0,0,0.0,0.148,0.0
3160,2007,Coal,USA,0,0,0.0030007570002030582,0.151,0.01987256291525204
3161,2008,Coal,USA,0,0,0.0,0.156,0.0
3162,2009,Coal,USA,0,0,0.002213140664430495,0.17,0.01301847449664997
3163,2010,Coal,USA,0,0,0.0018672313446078351,0.185,0.010093142403285595
3164,2011,Coal,USA,0,0,0.00046877172555738104,0.195,0.0024039575669609283
